customer_id,month,data_usage,phone_usage,use_app
10140,1/01/2021,28.17,1546.04,1
10141,1/01/2021,39.86,3451.28,1
10142,1/01/2021,57.74,3503.08,1
10143,1/01/2021,9.3,1819.67,1
10144,1/01/2021,57.71,2249.36,1
10145,1/01/2021,47.67,668.07,0
10146,1/01/2021,23.12,1445.37,1
10147,1/01/2021,84.45,3941.17,1
10148,1/01/2021,13.62,925.57,0
10149,1/01/2021,54.34,2691.11,1
10150,1/01/2021,10.09,3977.21,1
10151,1/01/2021,65.15,4281.24,1
10152,1/01/2021,30.23,1375.35,1
10153,1/01/2021,50.53,1934.84,1
10154,1/01/2021,27.92,592.89,1
10155,1/01/2021,29.87,811.85,1
10156,1/01/2021,34.98,4604.06,0
10157,1/01/2021,38.77,2036.28,1
10158,1/01/2021,7.41,319.1,1
10159,1/01/2021,10.14,2749.85,1
10160,1/01/2021,2.81,3493.68,1
10161,1/01/2021,5.52,3386.61,0
10162,1/01/2021,58.9,3672.59,1
10163,1/01/2021,52.9,1626.43,1
10164,1/01/2021,17.94,1771.08,0
10165,1/01/2021,40.29,1296.78,1
10166,1/01/2021,95.05,623.77,1
10167,1/01/2021,27.61,1810.76,1
10168,1/01/2021,100.66,3471.81,0
10169,1/01/2021,33.51,2482.64,0
10170,1/01/2021,3.7,4331.45,0
10171,1/01/2021,119.32,3081.45,1
10172,1/01/2021,18.44,3724.95,0
10173,1/01/2021,22.52,1772.25,1
10174,1/01/2021,58.2,2825.18,0
10175,1/01/2021,11.89,4588.8,1
10176,1/01/2021,68.44,4799.53,1
10177,1/01/2021,58.32,863.07,0
10178,1/01/2021,28.6,3137.31,1
10179,1/01/2021,54.36,2442.58,1
10180,1/01/2021,6.58,4488.4,1
10181,1/01/2021,40.23,4219.04,1
10182,1/01/2021,6.83,2437.42,1
10183,1/01/2021,38.31,511.42,1
10184,1/01/2021,4.48,190.53,1
10185,1/01/2021,17.99,835.16,1
10186,1/01/2021,102.63,1153.89,1
10187,1/01/2021,12.09,767.51,1
10188,1/01/2021,9.13,2190.5,1
10189,1/01/2021,18.48,2402.21,1
10190,1/01/2021,28.5,4764.61,1
10191,1/01/2021,3.63,285.89,1
10192,1/01/2021,6.6,4081.25,1
10193,1/01/2021,53.3,3512.79,0
10194,1/01/2021,53.77,411.32,0
10195,1/01/2021,14.46,3745.47,0
10196,1/01/2021,7.7,3190.37,0
10197,1/01/2021,58.02,1920.31,1
10198,1/01/2021,44.72,3529.77,1
10199,1/01/2021,58.47,4015.09,1
10200,1/01/2021,35.6,4468.05,1
10201,1/01/2021,88.24,282.6,0
10202,1/01/2021,113.78,2541.99,0
10203,1/01/2021,48.98,1828.72,0
10204,1/01/2021,37.17,4039.89,1
10205,1/01/2021,12.8,3879.71,0
10206,1/01/2021,44.33,4377.43,1
10207,1/01/2021,29.6,2014.44,1
10208,1/01/2021,27.82,3204.32,1
10209,1/01/2021,42.89,1420.85,1
10210,1/01/2021,19.12,1252.17,1
10211,1/01/2021,50.2,3796.63,1
10212,1/01/2021,35.14,1266.66,1
10213,1/01/2021,28.82,110.03,1
10214,1/01/2021,40.29,1462.6,1
10215,1/01/2021,43.29,2313.88,1
10216,1/01/2021,54.76,1584.7,1
10217,1/01/2021,31.95,3395.43,0
10218,1/01/2021,105.91,167.44,1
10219,1/01/2021,18.48,1147.73,1
10220,1/01/2021,102.28,2170.78,1
10221,1/01/2021,20.42,1413.91,0
10222,1/01/2021,15.76,147.1,1
10223,1/01/2021,48.64,1945.46,1
10224,1/01/2021,10,4328.91,1
10225,1/01/2021,33.03,3151.09,1
10226,1/01/2021,5.32,4914.92,1
10227,1/01/2021,16.63,104.09,1
10228,1/01/2021,11.42,1702.92,1
10229,1/01/2021,59.83,3696.9,1
10230,1/01/2021,28.35,2201.46,1
10231,1/01/2021,42.12,805.26,1
10232,1/01/2021,34.74,688.03,1
10233,1/01/2021,10.35,2971.41,0
10234,1/01/2021,13.8,1466.59,0
10235,1/01/2021,39.05,4537.71,1
10236,1/01/2021,53.15,3173.99,1
10237,1/01/2021,50.53,1036.36,1
10238,1/01/2021,5.17,280.29,1
10239,1/01/2021,51.87,4157.28,0
10240,1/01/2021,9.24,813.47,1
10241,1/01/2021,51.59,3993.32,0
10242,1/01/2021,7.48,485.51,0
10243,1/01/2021,82.93,417.12,1
10244,1/01/2021,43.83,1329.43,1
10245,1/01/2021,94.4,270.09,1
10246,1/01/2021,34.15,2522.64,1
10247,1/01/2021,17.1,3480.8,1
10248,1/01/2021,29.92,2251.64,1
10249,1/01/2021,47.21,893.53,1
10250,1/01/2021,15.43,3887.21,1
10251,1/01/2021,57.66,1225.32,1
10252,1/01/2021,7.83,1579.71,0
10253,1/01/2021,54.1,4078.88,1
10254,1/01/2021,27.54,4540.41,1
10255,1/01/2021,42.31,3194.69,1
10256,1/01/2021,57.88,4363.86,1
10257,1/01/2021,27.09,2014.02,1
10258,1/01/2021,51.3,2574.38,1
10259,1/01/2021,50.51,4241.53,1
10260,1/01/2021,9.5,1721.82,1
10261,1/01/2021,33.78,193.63,1
10262,1/01/2021,6.49,2230.58,0
10263,1/01/2021,31.01,898.3,0
10264,1/01/2021,28.24,4642.55,1
10265,1/01/2021,42.7,2886.18,0
10266,1/01/2021,49.32,4297.55,1
10267,1/01/2021,36,1071.93,0
10268,1/01/2021,22.06,3733.5,1
10269,1/01/2021,54.96,3765.13,1
10270,1/01/2021,3.18,318.78,1
10271,1/01/2021,7.78,190.16,0
10272,1/01/2021,23.24,2706.34,1
10273,1/01/2021,51.85,4246.82,1
10274,1/01/2021,17.8,3357.36,1
10275,1/01/2021,42.38,3504.49,1
10276,1/01/2021,29.31,4583.46,1
10277,1/01/2021,50.34,3596.54,0
10278,1/01/2021,2.52,683.25,0
10279,1/01/2021,5.48,482.54,1
10280,1/01/2021,105.76,2304.67,0
10281,1/01/2021,48.73,2167.53,1
10282,1/01/2021,38.56,379.29,1
10283,1/01/2021,5.61,1277.43,1
10284,1/01/2021,22.19,3741.31,1
10285,1/01/2021,47.76,1485.38,0
10286,1/01/2021,6.32,2657.43,1
10287,1/01/2021,28.44,4576.68,1
10288,1/01/2021,53.92,3775.17,1
10289,1/01/2021,14.15,1478.49,1
10290,1/01/2021,27.74,4892.25,0
10291,1/01/2021,49.24,4795.68,1
10292,1/01/2021,37.86,2954.52,1
10293,1/01/2021,31.62,3333.7,0
10294,1/01/2021,49.85,3021.22,1
10295,1/01/2021,43.67,2080.64,1
10296,1/01/2021,114.54,257.74,1
10297,1/01/2021,31.37,3047.02,1
10298,1/01/2021,10.6,2014.16,1
10299,1/01/2021,23.49,285.49,1
10300,1/01/2021,35.34,4801.21,1
10301,1/01/2021,55.11,4421.71,0
10302,1/01/2021,11.95,2629.51,0
10303,1/01/2021,9.16,1408.25,1
10304,1/01/2021,54.58,1881.1,1
10305,1/01/2021,41.17,2032.75,0
10306,1/01/2021,54.68,908.64,1
10307,1/01/2021,46.71,2924.08,1
10308,1/01/2021,30.72,3711.21,1
10309,1/01/2021,21.37,3992.77,0
10310,1/01/2021,22.25,3287.47,0
10311,1/01/2021,22.39,320.73,1
10312,1/01/2021,73.52,4022.64,0
10313,1/01/2021,33.46,1558.08,0
10314,1/01/2021,58.12,2187.98,1
10315,1/01/2021,43.37,4244.55,1
10316,1/01/2021,21.2,3305.43,1
10317,1/01/2021,48.95,1540.05,1
10318,1/01/2021,51.65,4607.31,1
10319,1/01/2021,41.79,1358.54,1
10320,1/01/2021,43.58,2272.27,1
10321,1/01/2021,25.69,3377.15,1
10322,1/01/2021,16.95,3787.04,1
10323,1/01/2021,8.96,4609.11,1
10324,1/01/2021,49.84,1735.93,0
10325,1/01/2021,26.34,2049.9,1
10326,1/01/2021,58.85,4935.06,1
10327,1/01/2021,56.56,3806.48,1
10328,1/01/2021,6.63,771.97,1
10329,1/01/2021,10.48,685.67,1
10330,1/01/2021,24.99,2130.41,0
10331,1/01/2021,13.37,2439.91,0
10332,1/01/2021,18.63,270.94,0
10333,1/01/2021,44.63,1531.86,1
10334,1/01/2021,43.31,2734.56,0
10335,1/01/2021,18.61,4801.36,0
10336,1/01/2021,55.47,1365.06,1
10337,1/01/2021,11.09,3194.91,1
10338,1/01/2021,29.81,1087.15,1
10339,1/01/2021,11.76,2506.42,1
10340,1/01/2021,28.62,4398.19,1
10341,1/01/2021,25.81,1860.89,1
10342,1/01/2021,51.43,1138.63,1
10343,1/01/2021,35.64,1555.46,0
10344,1/01/2021,50.79,2761.77,0
10345,1/01/2021,110.27,4964.82,0
10346,1/01/2021,67.42,738.03,1
10347,1/01/2021,54.71,3848.96,1
10348,1/01/2021,52.81,4409.57,0
10349,1/01/2021,16.09,209.21,1
10350,1/01/2021,52.4,2728.12,1
10351,1/01/2021,54.49,3151.77,0
10352,1/01/2021,59.63,4264.81,1
10353,1/01/2021,119.06,2855.75,1
10354,1/01/2021,9.38,400.66,1
10355,1/01/2021,20.01,4011.3,1
10356,1/01/2021,38.72,4736.45,1
10357,1/01/2021,4.51,1521.9,0
10358,1/01/2021,82.51,3251.94,1
10359,1/01/2021,15.17,1847.05,1
10360,1/01/2021,104.37,2466.63,1
10361,1/01/2021,51.61,475.55,0
10362,1/01/2021,44.34,1482.9,1
10363,1/01/2021,22.58,3861.26,1
10364,1/01/2021,70.96,2401.66,1
10365,1/01/2021,27.42,4401.75,1
10366,1/01/2021,45.17,4426.79,0
10367,1/01/2021,59.33,2848.09,1
10368,1/01/2021,24.61,265.33,1
10369,1/01/2021,39.35,1630.22,0
10370,1/01/2021,92.12,2810.46,1
10371,1/01/2021,10.2,1673.2,1
10372,1/01/2021,42.98,1960.05,0
10373,1/01/2021,15.72,473.65,1
10374,1/01/2021,55.14,147.58,1
10375,1/01/2021,53.29,1162.17,1
10376,1/01/2021,30.5,868.08,0
10377,1/01/2021,20.19,2980.16,1
10378,1/01/2021,46.78,1719.11,1
10379,1/01/2021,13.1,1948.68,0
10380,1/01/2021,49.95,3463.85,1
10381,1/01/2021,13.51,613.53,1
10382,1/01/2021,44.05,4181.44,1
10383,1/01/2021,48.24,1374.45,1
10384,1/01/2021,14.74,4743.6,1
10385,1/01/2021,17.39,3207.5,0
10386,1/01/2021,41.98,3067.67,1
10387,1/01/2021,11.29,3645.37,1
10388,1/01/2021,22.5,3094.21,1
10389,1/01/2021,29.05,2683.34,1
10390,1/01/2021,101.4,4772.63,0
10391,1/01/2021,21.13,2167.36,1
10392,1/01/2021,24.1,1048.67,0
10393,1/01/2021,24,2823.47,0
10394,1/01/2021,33.94,1628.14,1
10395,1/01/2021,18.47,2613.04,1
10396,1/01/2021,28.27,1629.2,1
10397,1/01/2021,53.37,576.04,1
10398,1/01/2021,10.63,4479.73,1
10399,1/01/2021,19.47,2234.52,1
10400,1/01/2021,59.95,1451.25,1
10401,1/01/2021,30.61,2896.7,1
10402,1/01/2021,26.07,4486.44,1
10403,1/01/2021,9.84,3579.08,1
10404,1/01/2021,27.59,3553.57,0
10405,1/01/2021,6.38,2183.05,0
10406,1/01/2021,48.96,3710.16,1
10407,1/01/2021,14.2,734.83,0
10408,1/01/2021,14.67,4249.35,1
10409,1/01/2021,2.73,4921.62,1
10410,1/01/2021,47.56,4813.59,1
10411,1/01/2021,53.06,2173.28,1
10412,1/01/2021,42.56,2974.63,1
10413,1/01/2021,36.65,3273.41,1
10414,1/01/2021,33.74,2425.91,1
10415,1/01/2021,4.7,3168.6,1
10416,1/01/2021,12.99,338.59,1
10417,1/01/2021,109.97,2920.21,1
10418,1/01/2021,19.24,892.17,0
10419,1/01/2021,58.14,4023.07,1
10420,1/01/2021,29.67,4748.73,1
10421,1/01/2021,4.25,2083.78,1
10422,1/01/2021,100.63,2244.9,1
10423,1/01/2021,48.48,2642.23,0
10424,1/01/2021,36.72,4809.83,1
10425,1/01/2021,24.42,1718.98,1
10426,1/01/2021,10.18,4669.19,0
10427,1/01/2021,40.81,4102.77,1
10428,1/01/2021,72.7,1937.07,1
10429,1/01/2021,36.7,1792.2,0
10430,1/01/2021,58.93,1714.72,0
10431,1/01/2021,44.39,906.84,1
10432,1/01/2021,50.95,2165.46,1
10433,1/01/2021,12.63,3775.05,1
10434,1/01/2021,23.01,886.51,1
10435,1/01/2021,52.25,4908.73,1
10436,1/01/2021,53.09,994.48,1
10437,1/01/2021,6.38,4355.55,1
10438,1/01/2021,53.29,4598.85,0
10439,1/01/2021,19.86,4472.41,0
10440,1/01/2021,12.92,299.42,1
10441,1/01/2021,47.79,164.91,0
10442,1/01/2021,16.31,547.69,1
10443,1/01/2021,31.21,2457.81,0
10444,1/01/2021,46.07,713.18,0
10445,1/01/2021,64.44,1678.11,0
10446,1/01/2021,40.7,3887.63,0
10447,1/01/2021,29.07,1911.46,0
10448,1/01/2021,39.49,4360.21,1
10449,1/01/2021,6.19,4734.16,1
10450,1/01/2021,3.18,2993.69,1
10451,1/01/2021,11.72,4376.83,1
10452,1/01/2021,29,4385.75,1
10453,1/01/2021,32.18,1000.02,1
10454,1/01/2021,6.65,4103.64,1
10455,1/01/2021,51.31,2390.73,1
10456,1/01/2021,41.84,3728.91,1
10457,1/01/2021,46.96,3325.1,1
10458,1/01/2021,51.5,557.32,0
10459,1/01/2021,46.23,1401.51,1
10460,1/01/2021,58.49,3110.69,1
10461,1/01/2021,26.83,1877.48,1
10462,1/01/2021,52.85,1548.08,1
10463,1/01/2021,4.08,1934.65,1
10464,1/01/2021,24.68,896.92,1
10465,1/01/2021,31.55,1387.99,0
10466,1/01/2021,51.72,1829.84,1
10467,1/01/2021,104.3,2226.86,1
10468,1/01/2021,12.97,2623.57,0
10469,1/01/2021,70.4,4253.12,1
10470,1/01/2021,9.06,4315.34,1
10471,1/01/2021,57.34,4070.37,1
10472,1/01/2021,108.56,862.68,1
10473,1/01/2021,30.76,3567.36,1
10474,1/01/2021,49.91,2902.54,1
10475,1/01/2021,27.09,2371.94,1
10476,1/01/2021,30.75,1449.17,1
10477,1/01/2021,22.52,3859.67,1
10478,1/01/2021,24.63,1823.58,1
10479,1/01/2021,12.34,1878.17,1
10480,1/01/2021,13.15,3968.4,0
10481,1/01/2021,90.36,3268.59,1
10482,1/01/2021,3.58,3228.77,0
10483,1/01/2021,15.79,1033.95,1
10484,1/01/2021,106.12,3527.88,1
10485,1/01/2021,4.16,3496.66,1
10486,1/01/2021,23.24,4794.9,1
10487,1/01/2021,18.66,3756.76,1
10488,1/01/2021,7.94,1416.35,1
10489,1/01/2021,56.07,1966.85,1
10490,1/01/2021,8.51,3811.76,1
10491,1/01/2021,15.31,1155.41,1
10492,1/01/2021,28.32,1246.83,0
10493,1/01/2021,56.76,3388.8,1
10494,1/01/2021,4.34,2054.73,1
10495,1/01/2021,10.05,133.07,1
10496,1/01/2021,18.1,1430.8,1
10497,1/01/2021,28.74,4354.12,1
10498,1/01/2021,24.54,2530.8,1
10499,1/01/2021,17.99,3368.35,1
10500,1/01/2021,8.27,1677.43,0
10501,1/01/2021,22.58,2339.3,0
10502,1/01/2021,53.96,2881.02,1
10503,1/01/2021,33.71,2394.73,1
10504,1/01/2021,40.2,3844.97,0
10505,1/01/2021,33.37,4561.46,1
10506,1/01/2021,4.04,4895.25,1
10507,1/01/2021,7.93,1929.61,1
10508,1/01/2021,43.91,4204.53,1
10509,1/01/2021,20.6,3415.14,1
10510,1/01/2021,32.28,1514.03,1
10511,1/01/2021,35.6,2036.82,1
10512,1/01/2021,39.58,1902.75,0
10513,1/01/2021,15.53,2092,1
10514,1/01/2021,43.6,115.03,1
10515,1/01/2021,29.74,1104.75,0
10516,1/01/2021,29.23,4424.25,0
10517,1/01/2021,10.7,2625.38,0
10518,1/01/2021,47.14,4678.93,0
10519,1/01/2021,23.48,985.74,0
10520,1/01/2021,16.19,4855.15,0
10521,1/01/2021,81.43,4712.12,1
10522,1/01/2021,57.9,2172.5,1
10523,1/01/2021,116.03,547.88,1
10524,1/01/2021,31.53,3732.22,1
10525,1/01/2021,31.36,2416.57,0
10526,1/01/2021,52.62,1126.03,1
10527,1/01/2021,26.55,1472.39,1
10528,1/01/2021,3.52,637.81,1
10529,1/01/2021,14.06,910.15,1
10530,1/01/2021,56.44,1595.99,0
10531,1/01/2021,10.16,1664.16,1
10532,1/01/2021,65.23,3795.63,0
10533,1/01/2021,8.11,1566.98,1
10534,1/01/2021,65.82,4864.22,1
10535,1/01/2021,18.88,3333.89,1
10536,1/01/2021,17.01,958.64,1
10537,1/01/2021,10.58,2996.32,1
10538,1/01/2021,43.14,1504.95,1
10539,1/01/2021,42.09,2218.24,1
10540,1/01/2021,24.68,4788.14,1
10541,1/01/2021,52.71,4308.67,1
10542,1/01/2021,27.48,4612.5,1
10543,1/01/2021,18.63,3899.37,1
10544,1/01/2021,75.73,1479.11,1
10545,1/01/2021,45.85,4196.04,1
10546,1/01/2021,39.02,4402.26,1
10547,1/01/2021,111.38,2882.36,1
10548,1/01/2021,24.02,1063.67,1
10549,1/01/2021,22.23,1030.39,1
10550,1/01/2021,8.65,893.09,0
10551,1/01/2021,19.61,698.75,1
10552,1/01/2021,5.72,3375.33,1
10553,1/01/2021,7.84,2537.39,0
10554,1/01/2021,3.39,2643.04,1
10555,1/01/2021,12.84,2411.64,0
10556,1/01/2021,28.85,3784.28,1
10557,1/01/2021,35.29,3104.96,1
10558,1/01/2021,7.27,3746.99,0
10559,1/01/2021,33.9,855.89,0
10560,1/01/2021,48.05,4099.84,1
10561,1/01/2021,89.06,482.56,1
10562,1/01/2021,49.44,3495.56,0
10563,1/01/2021,11.42,4926.54,1
10564,1/01/2021,50.13,136.79,1
10565,1/01/2021,12.28,2083.93,0
10566,1/01/2021,24.07,3668.71,1
10567,1/01/2021,31.42,601.53,0
10568,1/01/2021,13.32,3088.62,0
10569,1/01/2021,52.84,2203.08,1
10570,1/01/2021,47.45,1364.79,1
10571,1/01/2021,33.65,1277.1,1
10572,1/01/2021,53.9,2837.48,1
10573,1/01/2021,11.98,1654.02,1
10574,1/01/2021,55.18,4246.28,0
10575,1/01/2021,21.14,892.8,1
10576,1/01/2021,32.65,4296.68,0
10577,1/01/2021,20.67,3569.29,0
10578,1/01/2021,4,116.44,0
10579,1/01/2021,34.34,1101.54,1
10580,1/01/2021,21.47,791.01,1
10581,1/01/2021,8.91,3815.69,1
10582,1/01/2021,54.89,1378.4,1
10583,1/01/2021,36.35,1160.5,1
10584,1/01/2021,6.01,4741.16,1
10585,1/01/2021,5.25,2512.09,1
10586,1/01/2021,22.34,3076.08,1
10587,1/01/2021,28.25,1399.7,1
10588,1/01/2021,73.72,1932.96,0
10589,1/01/2021,10.25,3165.39,0
10590,1/01/2021,96.12,1834.94,1
10591,1/01/2021,51.53,4458.29,1
10592,1/01/2021,37.8,2544.22,1
10593,1/01/2021,55.19,910.35,1
10594,1/01/2021,31.35,3512.79,1
10595,1/01/2021,74.62,2093.72,1
10596,1/01/2021,57.33,2790.62,1
10597,1/01/2021,12.68,2326.51,0
10598,1/01/2021,71.79,477.72,1
10599,1/01/2021,46.03,3081.3,1
10600,1/01/2021,55.81,454.8,1
10601,1/01/2021,22.32,2698.02,1
10602,1/01/2021,6.39,4514.24,1
10603,1/01/2021,3.88,456.34,1
10604,1/01/2021,21.41,2710.61,0
10605,1/01/2021,52.88,903.42,1
10606,1/01/2021,46.68,4840.47,1
10607,1/01/2021,8.99,1293.01,1
10608,1/01/2021,18.83,3664.71,1
10609,1/01/2021,42.31,1202.13,1
10610,1/01/2021,34.81,4161.44,1
10611,1/01/2021,10.42,142.64,1
10612,1/01/2021,40.78,4479.91,0
10613,1/01/2021,18.94,2830.67,1
10614,1/01/2021,33.13,4499.53,1
10615,1/01/2021,6.75,371.72,1
10616,1/01/2021,8.12,4747.6,1
10617,1/01/2021,51.79,1029.1,1
10618,1/01/2021,32.76,4465.51,1
10619,1/01/2021,96.81,1142.64,0
10620,1/01/2021,56.85,1033.06,1
10621,1/01/2021,7.22,1686.57,0
10622,1/01/2021,7.69,3134.48,0
10623,1/01/2021,17.46,251.84,1
10624,1/01/2021,28.39,1386.91,1
10625,1/01/2021,55.88,296.52,1
10626,1/01/2021,45.15,922.25,0
10627,1/01/2021,24.99,4059.23,1
10628,1/01/2021,52.14,774.17,1
10629,1/01/2021,25.36,4546.86,1
10630,1/01/2021,8.57,159.58,0
10631,1/01/2021,4.27,2551.66,1
10632,1/01/2021,13.78,2353.99,0
10633,1/01/2021,72.97,301.85,1
10634,1/01/2021,29.03,1949.29,0
10635,1/01/2021,26.04,4888.82,1
10636,1/01/2021,9.06,3869.51,1
10637,1/01/2021,23.16,782.54,1
10638,1/01/2021,58.26,2058.86,1
10639,1/01/2021,5.49,938.94,1
10640,1/01/2021,90.3,1199.49,0
10641,1/01/2021,3.17,2404.66,1
10642,1/01/2021,55.67,4324.53,1
10643,1/01/2021,37.68,1167.77,0
10644,1/01/2021,26.98,4990.75,1
10645,1/01/2021,28.86,4067.51,0
10646,1/01/2021,5.34,1681.4,0
10647,1/01/2021,5.9,2968.93,0
10648,1/01/2021,14.89,351.79,0
10649,1/01/2021,15.78,3211.39,1
10650,1/01/2021,37.41,518.34,1
10651,1/01/2021,103.85,4893.68,1
10652,1/01/2021,14.42,4222.62,1
10653,1/01/2021,47.84,1963.66,0
10654,1/01/2021,19.28,4764.36,1
10655,1/01/2021,10.83,2126.01,1
10656,1/01/2021,32.78,3750.42,1
10657,1/01/2021,23.89,2363.97,1
10658,1/01/2021,7.92,1537.73,1
10659,1/01/2021,41.91,3647.48,1
10660,1/01/2021,11.1,4327.26,1
10661,1/01/2021,22.45,340.81,1
10662,1/01/2021,19.68,3655.54,1
10663,1/01/2021,41.32,4430.35,0
10664,1/01/2021,14.5,3299.7,1
10665,1/01/2021,21.05,4957.3,0
10666,1/01/2021,56.1,2978.01,1
10667,1/01/2021,38.01,3017.28,1
10668,1/01/2021,11.69,477.85,1
10669,1/01/2021,39.98,2375.77,1
10670,1/01/2021,42.82,4797.92,1
